R[MAGRATHEA-iron-1000k],M[MAGRATHEA-iron-1000k],R[Reinhardt2022],M[Reinhardt2022],R[b0d0_80kms],M[b0d0_80kms],R[b0d3_80kms],M[b0d3_80kms],R[b0d5_80kms],M[b0d5_80kms],R[b0d7_80kms],M[b0d7_80kms],R[b0d3_160kms],M[b0d3_160kms],R[b0d5_160kms],M[b0d5_160kms],R[b0d7_160kms],M[b0d7_160kms]
0.821082,0.732005,1.024360902255639,0.874639,1.024360902255639,0.829661,2.8556910520906698,1.16372,2.1797586559128868,1.12933,2.0558674197201308,1.17784,8.599297260946463,1.38201,3.1918380915241986,1.12989,2.2007082019821502,1.12883
0.851122,0.739451,1.0619298245614035,0.884918,1.0619298245614035,0.838798,2.926297499462236,1.17361,2.254294942797114,1.14172,2.1311240044891995,1.19056,8.636510648964217,1.38436,3.2604901956432446,1.13808,2.2751226891799283,1.1411
0.881162,0.746695,1.099498746867168,0.894944,1.099498746867168,0.847684,2.9969039468338017,1.18334,2.3288312296813416,1.15375,2.2063805892582686,1.20292,8.67372403698197,1.38678,3.3291422997622897,1.1461,2.3495371763777064,1.15302
0.911202,0.753747,1.1370676691729324,0.904762,1.1370676691729324,0.8564,3.0675103942053674,1.19281,2.403367516565569,1.16548,2.281637174027338,1.21495,8.710937424999722,1.38911,3.397794403881335,1.15399,2.423951663575485,1.16467
0.941242,0.760619,1.1746365914786967,0.914321,1.1746365914786967,0.864888,3.1381168415769336,1.20217,2.4779038034497964,1.17695,2.3568937587964065,1.22663,8.748150813017476,1.39144,3.46644650800038,1.16178,2.498366150773263,1.17604
0.971283,0.767321,1.2122055137844612,0.923692,1.2122055137844612,0.873194,3.2087232889484993,1.21133,2.5524400903340236,1.18813,2.4321503435654757,1.23804,8.785364201035229,1.39384,3.535098612119426,1.16944,2.572780637971041,1.18716
1.00132,0.773862,1.2497744360902256,0.932823,1.2497744360902256,0.881328,3.279329736320065,1.22033,2.626976377218251,1.19907,2.507406928334545,1.24917,8.822577589052981,1.39615,3.603750716238471,1.17702,2.6471951251688193,1.19801
1.03136,0.78025,1.28734335839599,0.941785,1.28734335839599,0.889334,3.3499361836916313,1.22918,2.7015126641024785,1.20975,2.5826635131036135,1.26001,8.859790977070736,1.39846,3.672402820357516,1.18447,2.7216096123665974,1.20859
1.0614,0.786493,1.3249122807017544,0.950554,1.3249122807017544,0.897149,3.420542631063197,1.23785,2.7760489509867057,1.2202,2.6579200978726827,1.27062,8.897004365088488,1.40076,3.741054924476562,1.19179,2.796024099564376,1.21896
1.09144,0.792597,1.3624812030075188,0.959138,1.3624812030075188,0.904817,3.4911490784347627,1.24641,2.8505852378709333,1.23041,2.733176682641752,1.28095,8.93421775310624,1.40306,3.809707028595607,1.19904,2.870438586762154,1.22911
1.12148,0.798571,1.4000501253132833,0.967576,1.4000501253132833,0.912345,3.561755525806329,1.25479,2.9251215247551605,1.24044,2.8084332674108206,1.2911,8.971431141123995,1.40535,3.8783591327146523,1.20622,2.944853073959932,1.23906
1.15152,0.804418,1.4376190476190476,0.975842,1.4376190476190476,0.919739,3.6323619731778947,1.26304,2.999657811639388,1.25024,2.8836898521798897,1.30098,9.008644529141748,1.40763,3.9470112368336974,1.21327,3.0192675611577102,1.24882
1.18156,0.810146,1.475187969924812,0.983924,1.475187969924812,0.926967,3.7029684205494604,1.27115,3.0741940985236154,1.25984,2.958946436948959,1.31067,9.0458579171595,1.40983,4.015663340952743,1.22025,3.0936820483554883,1.25835
1.2116,0.81576,1.5127568922305765,0.991869,1.5127568922305765,0.934111,3.773574867921026,1.27917,3.148730385407843,1.26926,3.0342030217180276,1.32017,9.083071305177254,1.4121,4.0843154450717885,1.22712,3.168096535553267,1.26773
1.24164,0.821264,1.5503258145363408,0.999657,1.5503258145363408,0.941139,3.8441813152925923,1.28702,3.22326667229207,1.27849,3.1094596064870967,1.32943,9.120284693195007,1.41437,4.1529675491908336,1.23392,3.242511022751045,1.27689
1.27168,0.826662,1.5878947368421052,1.00729,1.5878947368421052,0.948054,3.914787762664158,1.29478,3.297802959176298,1.28758,3.184716191256166,1.33856,9.15749808121276,1.41663,4.2216196533098795,1.24061,3.316925509948823,1.28592
