R[MAGRATHEA-iron-1000k],M[MAGRATHEA-iron-1000k],R[Reinhardt2022],M[Reinhardt2022],R[b0d0_80kms],M[b0d0_80kms],R[b0d3_80kms],M[b0d3_80kms],R[b0d5_80kms],M[b0d5_80kms],R[b0d7_80kms],M[b0d7_80kms],R[b0d3_160kms],M[b0d3_160kms],R[b0d5_160kms],M[b0d5_160kms],R[b0d7_160kms],M[b0d7_160kms]
3.40453,1.07158,4.255288220551378,1.36271,4.255288220551378,1.28372,8.927845526045335,1.66545,8.589879327956442,1.6958,8.527933709860065,1.74154,11.799648630473232,1.55485,9.095919045762098,1.5799,8.600354100991073,1.6925
3.43457,1.07395,4.292857142857143,1.3662,4.292857142857143,1.28724,8.9984519734169,1.66915,8.66441561484067,1.69967,8.603190294629133,1.74532,11.836862018490985,1.55657,9.164571149881144,1.58341,8.67476858818885,1.6964
3.46461,1.07631,4.330426065162907,1.36967,4.330426065162907,1.2907,9.069058420788467,1.67283,8.738951901724898,1.70351,8.678446879398203,1.74908,11.874075406508737,1.55829,9.233223254000189,1.58691,8.749183075386629,1.70022
3.49465,1.07865,4.367994987468672,1.37312,4.367994987468672,1.29414,9.139664868160033,1.67644,8.813488188609126,1.70732,8.753703464167272,1.75286,11.911288794526492,1.56001,9.301875358119235,1.59039,8.823597562584407,1.70407
3.52469,1.08098,4.405563909774436,1.37654,4.405563909774436,1.29756,9.210271315531598,1.68008,8.888024475493353,1.71117,8.82896004893634,1.75656,11.948502182544244,1.56164,9.37052746223828,1.59385,8.898012049782185,1.70785
3.55473,1.08329,4.443132832080201,1.37995,4.443132832080201,1.30097,9.280877762903165,1.68365,8.96256076237758,1.71493,8.90421663370541,1.76023,11.985715570561997,1.56335,9.439179566357327,1.59729,8.972426536979967,1.7116
3.58477,1.08558,4.480701754385965,1.38334,4.480701754385965,1.30435,9.35148421027473,1.68719,9.037097049261808,1.71862,8.979473218474478,1.76388,12.022928958579751,1.56506,9.50783167047637,1.60072,9.046841024177745,1.71532
3.61481,1.08785,4.5182706766917295,1.3867,4.5182706766917295,1.30772,9.422090657646295,1.69078,9.111633336146035,1.72234,9.054729803243548,1.76749,12.060142346597504,1.56669,9.576483774595417,1.60407,9.121255511375523,1.71902
3.64485,1.09011,4.555839598997493,1.39005,4.555839598997493,1.31107,9.492697105017863,1.69429,9.186169623030262,1.72603,9.129986388012616,1.77109,12.097355734615256,1.56839,9.645135878714463,1.60747,9.195669998573301,1.7227
3.67489,1.09236,4.593408521303258,1.39333,4.593408521303258,1.3144,9.563303552389428,1.69772,9.26070590991449,1.7297,9.205242972781686,1.77465,12.13456912263301,1.57009,9.713787982833507,1.61084,9.27008448577108,1.72636
3.70493,1.09459,4.630977443609022,1.39664,4.630977443609022,1.31771,9.633909999760993,1.7012,9.335242196798717,1.7333,9.280499557550755,1.77819,12.171782510650763,1.57171,9.782440086952553,1.61415,9.344498972968857,1.72994
3.73497,1.0968,4.6685463659147866,1.39988,4.6685463659147866,1.32096,9.70451644713256,1.70465,9.409778483682945,1.73692,9.355756142319823,1.78171,12.208995898668515,1.5734,9.851092191071597,1.61744,9.418913460166635,1.73354
3.76501,1.099,4.706115288220551,1.40316,4.706115288220551,1.32424,9.775122894504126,1.70803,9.484314770567172,1.74047,9.431012727088893,1.78515,12.24620928668627,1.57501,9.919744295190643,1.62071,9.493327947364413,1.73713
3.79505,1.10118,4.7436842105263155,1.40636,4.7436842105263155,1.32751,9.84572934187569,1.71145,9.558851057451399,1.74405,9.506269311857961,1.78861,12.283422674704022,1.5767,9.98839639930969,1.62403,9.567742434562192,1.74064
3.82509,1.10335,4.78125313283208,1.40955,4.78125313283208,1.33076,9.916335789247258,1.7148,9.633387344335627,1.74755,9.581525896627031,1.79205,12.320636062721775,1.5783,10.057048503428733,1.62727,9.64215692175997,1.74413
3.85513,1.1055,4.8188220551378445,1.41272,4.8188220551378445,1.33394,9.986942236618823,1.71818,9.707923631219854,1.75104,9.6567824813961,1.79547,12.35784945073953,1.57998,10.12570060754778,1.6305,9.716571408957748,1.74765
3.88517,1.10764,4.856390977443609,1.41592,4.856390977443609,1.33716,10.057548683990388,1.72149,9.782459918104081,1.7545,9.732039066165168,1.79887,12.395062838757282,1.58158,10.194352711666825,1.63366,9.790985896155526,1.7511
3.91521,1.10977,4.893959899749373,1.41906,4.893959899749373,1.34031,10.128155131361956,1.72479,9.85699620498831,1.75794,9.807295650934238,1.80219,12.432276226775034,1.58318,10.26300481578587,1.63686,9.865400383353304,1.75453
3.94525,1.11188,4.931528822055138,1.42218,4.931528822055138,1.34349,10.19876157873352,1.72807,9.931532491872536,1.76136,9.882552235703306,1.80553,12.469489614792789,1.58485,10.331656919904916,1.64004,9.939814870551082,1.75794
3.97529,1.11397,4.969097744360902,1.42528,4.969097744360902,1.34661,10.269368026105086,1.73133,10.006068778756763,1.76476,9.957808820472376,1.80886,12.506703002810541,1.58644,10.400309024023962,1.64321,10.01422935774886,1.76132
4.00533,1.11606,5.006666666666667,1.42832,5.006666666666667,1.34977,10.339974473476653,1.73458,10.080605065640992,1.76814,10.033065405241445,1.81216,12.543916390828294,1.58803,10.468961128143006,1.64631,10.088643844946638,1.76469
4.03537,1.11813,5.044235588972431,1.43139,5.044235588972431,1.35286,10.410580920848219,1.73775,10.155141352525218,1.7715,10.108321990010513,1.81539,12.581129778846048,1.58969,10.537613232262052,1.64946,10.163058332144416,1.76803
4.06541,1.12019,5.081804511278196,1.43444,5.081804511278196,1.35599,10.481187368219784,1.74097,10.229677639409447,1.77479,10.183578574779583,1.81865,12.6183431668638,1.59128,10.606265336381096,1.65253,10.237472819342194,1.77136
4.09545,1.12223,5.119373433583959,1.43748,5.119373433583959,1.35905,10.55179381559135,1.74411,10.304213926293674,1.77811,10.258835159548651,1.82184,12.655556554881553,1.59286,10.674917440500142,1.65558,10.311887306539973,1.77467
4.12549,1.12426,5.156942355889724,1.44045,5.156942355889724,1.36209,10.622400262962916,1.74729,10.3787502131779,1.78141,10.334091744317721,1.82505,12.692769942899307,1.59443,10.743569544619188,1.65868,10.38630179373775,1.77795
4.15553,1.12628,5.194511278195488,1.44345,5.194511278195488,1.36518,10.693006710334481,1.7504,10.453286500062129,1.78464,10.40934832908679,1.82825,12.72998333091706,1.59609,10.812221648738232,1.66171,10.460716280935529,1.78117
4.18557,1.12829,5.232080200501253,1.4464,5.232080200501253,1.3682,10.763613157706049,1.75356,10.527822786946356,1.7879,10.48460491385586,1.83137,12.767196718934812,1.59766,10.880873752857278,1.66473,10.535130768133307,1.78442
4.21561,1.13029,5.269649122807017,1.44937,5.269649122807017,1.3712,10.834219605077614,1.75664,10.602359073830582,1.79109,10.559861498624928,1.83453,12.804410106952567,1.59923,10.949525856976324,1.66774,10.609545255331085,1.78765
4.24565,1.13227,5.307218045112782,1.45228,5.307218045112782,1.37419,10.90482605244918,1.7597,10.676895360714811,1.79426,10.635118083393996,1.83761,12.84162349497032,1.60079,11.018177961095368,1.67073,10.683959742528863,1.79081
4.27569,1.13424,5.344786967418546,1.45523,5.344786967418546,1.37717,10.975432499820746,1.76276,10.751431647599038,1.79747,10.710374668163066,1.84072,12.878836882988072,1.60236,11.086830065214414,1.6737,10.758374229726641,1.79395
4.30573,1.1362,5.382355889724311,1.45811,5.382355889724311,1.38013,11.046038947192311,1.76579,10.825967934483266,1.80061,10.785631252932134,1.84377,12.916050271005826,1.60392,11.15548216933346,1.67661,10.83278871692442,1.79713
4.33577,1.13814,5.419924812030075,1.46098,5.419924812030075,1.38309,11.116645394563877,1.76882,10.900504221367493,1.80373,10.860887837701204,1.84684,12.953263659023577,1.60548,11.224134273452504,1.67956,10.907203204122197,1.80024
4.36581,1.14008,5.45749373433584,1.46383,5.45749373433584,1.38603,11.187251841935444,1.77183,10.97504050825172,1.80683,10.936144422470273,1.84985,12.990477047041331,1.60703,11.29278637757155,1.6825,10.981617691319975,1.80333
4.39585,1.142,5.495062656641604,1.46667,5.495062656641604,1.38895,11.25785828930701,1.77482,11.049576795135948,1.80991,11.011401007239341,1.85288,13.027690435059085,1.60858,11.361438481690596,1.68537,11.056032178517754,1.80645
4.42589,1.14391,5.532631578947369,1.46949,5.532631578947369,1.39186,11.328464736678574,1.77775,11.124113082020175,1.81298,11.086657592008411,1.85585,13.064903823076836,1.61013,11.43009058580964,1.68829,11.130446665715532,1.80951
4.45593,1.14582,5.570200501253133,1.4723,5.570200501253133,1.39476,11.399071184050142,1.78071,11.198649368904402,1.81603,11.16191417677748,1.8588,13.10211721109459,1.61168,11.498742689928687,1.69113,11.20486115291331,1.81255
4.48597,1.14771,5.6077694235588975,1.4751,5.6077694235588975,1.39765,11.469677631421707,1.78367,11.27318565578863,1.81906,11.23717076154655,1.86178,13.139330599112345,1.61323,11.56739479404773,1.69403,11.279275640111088,1.81557
4.51601,1.14959,5.645338345864661,1.47788,5.645338345864661,1.40053,11.540284078793272,1.78655,11.347721942672857,1.82208,11.312427346315618,1.8647,13.176543987130096,1.61477,11.636046898166777,1.69685,11.353690127308866,1.81858
4.54605,1.15145,5.682907268170426,1.48065,5.682907268170426,1.40339,11.61089052616484,1.78948,11.422258229557084,1.82508,11.387683931084688,1.86759,13.21375737514785,1.61623,11.704699002285823,1.69966,11.428104614506644,1.82157
4.57609,1.15331,5.72047619047619,1.48341,5.72047619047619,1.40625,11.681496973536404,1.79233,11.496794516441312,1.82807,11.462940515853756,1.87052,13.250970763165604,1.61777,11.773351106404867,1.70246,11.502519101704422,1.82454
4.60613,1.15516,5.7580451127819545,1.48615,5.7580451127819545,1.40903,11.75210342090797,1.79518,11.571330803325539,1.83104,11.538197100622824,1.87338,13.288184151183355,1.6193,11.842003210523913,1.7053,11.5769335889022,1.8275
4.63617,1.157,5.795614035087719,1.48888,5.795614035087719,1.41186,11.822709868279537,1.79801,11.645867090209768,1.83394,11.613453685391894,1.87622,13.32539753920111,1.62083,11.910655314642959,1.70808,11.651348076099978,1.83039
4.66621,1.15882,5.8331829573934835,1.49155,5.8331829573934835,1.41468,11.893316315651102,1.80088,11.720403377093994,1.83687,11.688710270160962,1.8791,13.362610927218864,1.62236,11.979307418762003,1.71084,11.725762563297756,1.83331
4.69625,1.16064,5.870751879699248,1.49426,5.870751879699248,1.41743,11.963922763022667,1.80369,11.794939663978221,1.8398,11.763966854930032,1.88191,13.399824315236614,1.62381,12.04795952288105,1.7136,11.800177050495535,1.83622
4.72629,1.16245,5.908320802005012,1.49695,5.908320802005012,1.42023,12.034529210394235,1.80648,11.86947595086245,1.84265,11.8392234396991,1.8847,13.437037703254369,1.62534,12.116611627000095,1.71628,11.874591537693313,1.83912
4.75633,1.16424,5.945889724310777,1.49958,5.945889724310777,1.42301,12.1051356577658,1.80926,11.944012237746676,1.84554,11.914480024468169,1.88753,13.474251091272123,1.62686,12.18526373111914,1.71901,11.94900602489109,1.84195
4.78637,1.16603,5.983458646616541,1.50225,5.983458646616541,1.42573,12.175742105137365,1.81203,12.018548524630903,1.84836,11.989736609237239,1.89029,13.511464479289874,1.6283,12.253915835238185,1.72173,12.023420512088869,1.84481
4.81641,1.16781,6.021027568922306,1.50486,6.021027568922306,1.42849,12.24634855250893,1.81479,12.093084811515132,1.85123,12.064993194006307,1.89303,13.548677867307628,1.62982,12.32256793935723,1.72444,12.09783499928665,1.84761
4.84645,1.16957,6.05859649122807,1.50745,6.05859649122807,1.43119,12.316954999880497,1.81747,12.167621098399358,1.85402,12.140249778775377,1.89576,13.585891255325382,1.63133,12.391220043476276,1.72708,12.172249486484429,1.85045
4.87649,1.17133,6.096165413533835,1.51008,6.096165413533835,1.43393,12.387561447252063,1.8202,12.242157385283585,1.8568,12.215506363544446,1.89847,13.623104643343133,1.63277,12.459872147595322,1.72977,12.246663973682207,1.85322
4.90653,1.17308,6.133734335839599,1.51265,6.133734335839599,1.43661,12.458167894623628,1.82292,12.316693672167814,1.85962,12.290762948313514,1.90122,13.660318031360887,1.63428,12.528524251714366,1.73245,12.321078460879985,1.85603
4.93657,1.17482,6.171303258145363,1.51526,6.171303258145363,1.43927,12.528774341995195,1.82558,12.39122995905204,1.86237,12.366019533082584,1.9039,13.697531419378642,1.63571,12.597176355833412,1.73506,12.395492948077763,1.85877
4.96661,1.17655,6.208872180451127,1.51781,6.208872180451127,1.44198,12.59938078936676,1.82827,12.465766245936269,1.8651,12.441276117851652,1.90657,13.734744807396392,1.63721,12.665828459952458,1.73765,12.469907435275541,1.86149
4.99665,1.17827,6.246441102756892,1.52034,6.246441102756892,1.44463,12.669987236738326,1.83096,12.540302532820496,1.86783,12.516532702620722,1.90922,13.771958195414147,1.63864,12.734480564071502,1.7403,12.54432192247332,1.86426
5.02669,1.17998,6.284010025062656,1.52287,6.284010025062656,1.44726,12.740593684109893,1.83358,12.614838819704723,1.87054,12.59178928738979,1.91185,13.809171583431901,1.64014,12.803132668190548,1.74288,12.618736409671097,1.86696
5.05673,1.18169,6.321578947368421,1.52538,6.321578947368421,1.44994,12.811200131481458,1.83618,12.689375106588951,1.87323,12.66704587215886,1.91447,13.846384971449652,1.64156,12.871784772309594,1.74545,12.693150896868875,1.86965
5.08677,1.18338,6.359147869674185,1.52789,6.359147869674185,1.45256,12.881806578853023,1.83883,12.763911393473178,1.87597,12.742302456927929,1.91708,13.883598359467406,1.64305,12.940436876428638,1.74807,12.767565384066653,1.87232
5.11681,1.18507,6.39671679197995,1.53042,6.39671679197995,1.45516,12.95241302622459,1.84142,12.838447680357405,1.87864,12.817559041696997,1.91973,13.92081174748516,1.64447,13.009088980547684,1.75062,12.841979871264432,1.87498
5.14685,1.18674,6.434285714285714,1.53291,6.434285714285714,1.45776,13.023019473596156,1.84399,12.912983967241633,1.88129,12.892815626466067,1.92231,13.958025135502911,1.64588,13.07774108466673,1.75315,12.91639435846221,1.87768
5.17689,1.18841,6.471854636591479,1.53538,6.471854636591479,1.46034,13.093625920967721,1.84661,12.98752025412586,1.88393,12.968072211235135,1.92487,13.995238523520666,1.64737,13.146393188785774,1.75568,12.990808845659988,1.88031
5.20693,1.19007,6.509423558897243,1.53779,6.509423558897243,1.46292,13.164232368339288,1.84916,13.062056541010088,1.88651,13.043328796004205,1.92742,14.03245191153842,1.64878,13.21504529290482,1.7582,13.065223332857766,1.88293
5.23697,1.19172,6.546992481203008,1.54023,6.546992481203008,1.46554,13.234838815710853,1.8517,13.136592827894315,1.88913,13.118585380773274,1.92996,14.06966529955617,1.65026,13.283697397023865,1.76071,13.139637820055544,1.88554
5.26701,1.19337,6.584561403508772,1.54267,6.584561403508772,1.4681,13.305445263082419,1.85423,13.211129114778542,1.89173,13.193841965542342,1.93248,14.106878687573925,1.65167,13.35234950114291,1.76322,13.214052307253322,1.88813
5.29705,1.195,6.6221303258145365,1.5451,6.6221303258145365,1.47065,13.376051710453986,1.85675,13.28566540166277,1.89432,13.269098550311412,1.93499,14.14409207559168,1.65307,13.421001605261957,1.76571,13.2884667944511,1.89072
5.32709,1.19663,6.659699248120301,1.54752,6.659699248120301,1.47319,13.446658157825551,1.85925,13.360201688546997,1.8969,13.34435513508048,1.93748,14.18130546360943,1.65447,13.489653709381,1.76819,13.362881281648878,1.89323
5.35713,1.19825,6.697268170426065,1.54992,6.697268170426065,1.47572,13.517264605197116,1.86175,13.434737975431224,1.89947,13.41961171984955,1.93997,14.218518851627184,1.65594,13.558305813500047,1.7706,13.437295768846656,1.89579
5.38717,1.19986,6.734837092731829,1.55232,6.734837092731829,1.47818,13.587871052568683,1.86424,13.509274262315452,1.90197,13.494868304618619,1.94244,14.255732239644937,1.65734,13.626957917619093,1.77307,13.511710256044434,1.89834
5.41721,1.20146,6.7724060150375935,1.55466,6.7724060150375935,1.4807,13.658477499940249,1.86672,13.58381054919968,1.90451,13.570124889387689,1.94489,14.29294562766269,1.65873,13.695610021738137,1.77552,13.586124743242213,1.90087
5.44725,1.20306,6.809974937343358,1.55704,6.809974937343358,1.4832,13.729083947311814,1.86913,13.658346836083906,1.90704,13.645381474156757,1.94734,14.330159015680444,1.66012,13.764262125857183,1.77791,13.66053923043999,1.9034
5.47729,1.20464,6.8475438596491225,1.5594,6.8475438596491225,1.48569,13.799690394683381,1.87159,13.732883122968135,1.90951,13.720638058925825,1.94977,14.367372403698196,1.66151,13.832914229976229,1.78035,13.734953717637769,1.90585
5.50733,1.20622,6.885112781954887,1.56171,6.885112781954887,1.48818,13.870296842054946,1.87404,13.807419409852361,1.91202,13.795894643694895,1.95219,14.404585791715949,1.66297,13.901566334095273,1.78272,13.809368204835547,1.90835
5.53737,1.2078,6.922681704260651,1.56406,6.922681704260651,1.49066,13.940903289426512,1.87642,13.88195569673659,1.91446,13.871151228463964,1.95459,14.441799179733703,1.66436,13.970218438214319,1.78514,13.883782692033325,1.91084
5.56741,1.20936,6.960250626566416,1.56635,6.960250626566416,1.49307,14.011509736798079,1.87885,13.956491983620817,1.91694,13.946407813233034,1.95699,14.479012567751456,1.66574,14.038870542333365,1.78749,13.958197179231103,1.91326
5.59745,1.21092,6.99781954887218,1.56868,6.99781954887218,1.49553,14.082116184169644,1.88126,14.031028270505043,1.91936,14.021664398002102,1.95937,14.516225955769208,1.66712,14.10752264645241,1.7899,14.032611666428881,1.91572
5.62749,1.21247,7.035388471177945,1.57095,7.035388471177945,1.49798,14.15272263154121,1.88362,14.105564557389272,1.92182,14.09692098277117,1.96174,14.553439343786962,1.6685,14.176174750571455,1.79223,14.10702615362666,1.91818
5.65754,1.21401,7.072957393483709,1.57326,7.072957393483709,1.50037,14.223329078912776,1.88602,14.180100844273499,1.92422,14.17217756754024,1.9641,14.590652731804715,1.66987,14.2448268546905,1.79456,14.181440640824437,1.92057
5.68758,1.21555,7.110526315789474,1.57551,7.110526315789474,1.50281,14.293935526284342,1.88835,14.254637131157725,1.92666,14.247434152309308,1.96644,14.627866119822468,1.67125,14.313478958809545,1.79694,14.255855128022215,1.923
5.71762,1.21708,7.148095238095238,1.5778,7.148095238095238,1.50523,14.364541973655907,1.89073,14.329173418041954,1.92903,14.322690737078378,1.96878,14.665079507840222,1.67262,14.382131062928591,1.79925,14.330269615219994,1.92536
5.74766,1.2186,7.185664160401003,1.58004,7.185664160401003,1.5076,14.435148421027474,1.89305,14.40370970492618,1.93145,14.397947321847447,1.97104,14.702292895857974,1.67399,14.450783167047636,1.80155,14.404684102417772,1.92778
5.7777,1.22011,7.223233082706766,1.58226,7.223233082706766,1.51001,14.50575486839904,1.89535,14.478245991810407,1.9338,14.473203906616517,1.97335,14.739506283875727,1.67535,14.519435271166682,1.80385,14.47909858961555,1.93012
5.80774,1.22162,7.260802005012531,1.58453,7.260802005012531,1.51236,14.576361315770605,1.89771,14.552782278694636,1.93614,14.548460491385585,1.97565,14.776719671893481,1.67672,14.588087375285728,1.80613,14.553513076813328,1.93245
5.83778,1.22312,7.298370927318295,1.58673,7.298370927318295,1.51475,14.646967763142172,1.89999,14.627318565578863,1.93853,14.623717076154653,1.97794,14.813933059911234,1.67808,14.656739479404772,1.80841,14.627927564011106,1.93483
5.86782,1.22462,7.33593984962406,1.58893,7.33593984962406,1.51709,14.717574210513737,1.90227,14.701854852463091,1.94085,14.698973660923723,1.98022,14.851146447928986,1.67944,14.725391583523818,1.81068,14.702342051208884,1.93714
5.89786,1.2261,7.373508771929824,1.59112,7.373508771929824,1.51941,14.788180657885302,1.90454,14.776391139347318,1.94316,14.774230245692792,1.98249,14.88835983594674,1.6808,14.794043687642864,1.81294,14.776756538406662,1.9395
5.9279,1.22758,7.411077694235589,1.59335,7.411077694235589,1.52179,14.85878710525687,1.9068,14.850927426231545,1.94546,14.849486830461862,1.98474,14.925573223964493,1.68215,14.862695791761908,1.8152,14.85117102560444,1.9418
5.95794,1.22906,7.448646616541353,1.59553,7.448646616541353,1.5241,14.929393552628435,1.90906,14.925463713115773,1.94775,14.92474341523093,1.98698,14.962786611982246,1.68351,14.931347895880954,1.81745,14.925585512802218,1.94408
5.98798,1.23052,7.486215538847118,1.59769,7.486215538847118,1.52645,15.0,1.9113,15.0,1.95009,15.0,1.98916,15.0,1.68479,15.0,1.81969,15.0,1.94635
6.01802,1.23199,7.523784461152882,1.59985,7.523784461152882,1.52875,,,,,,,,,,,,
6.04806,1.23344,7.561353383458647,1.60199,7.561353383458647,1.53103,,,,,,,,,,,,
6.0781,1.23489,7.598922305764411,1.60413,7.598922305764411,1.53332,,,,,,,,,,,,
6.10814,1.23633,7.6364912280701756,1.60626,7.6364912280701756,1.53564,,,,,,,,,,,,
6.13818,1.23777,7.67406015037594,1.60839,7.67406015037594,1.53791,,,,,,,,,,,,
6.16822,1.23919,7.7116290726817045,1.6105,7.7116290726817045,1.54017,,,,,,,,,,,,
6.19826,1.24062,7.749197994987469,1.61261,7.749197994987469,1.54242,,,,,,,,,,,,
6.2283,1.24203,7.786766917293233,1.61471,7.786766917293233,1.54466,,,,,,,,,,,,
6.25834,1.24345,7.824335839598997,1.6168,7.824335839598997,1.5469,,,,,,,,,,,,
6.28838,1.24485,7.8619047619047615,1.61889,7.8619047619047615,1.54913,,,,,,,,,,,,
6.31842,1.24625,7.899473684210526,1.62096,7.899473684210526,1.55136,,,,,,,,,,,,
6.34846,1.24764,7.9370426065162905,1.62303,7.9370426065162905,1.55363,,,,,,,,,,,,
6.3785,1.24903,7.974611528822055,1.62509,7.974611528822055,1.55578,,,,,,,,,,,,
6.40854,1.25041,8.01218045112782,1.62709,8.01218045112782,1.55799,,,,,,,,,,,,
6.43858,1.25178,8.049749373433583,1.62914,8.049749373433583,1.56018,,,,,,,,,,,,
6.46862,1.25316,8.087318295739347,1.63118,8.087318295739347,1.56237,,,,,,,,,,,,
6.49866,1.25452,8.124887218045112,1.63321,8.124887218045112,1.56456,,,,,,,,,,,,
6.5287,1.25588,8.162456140350876,1.63518,8.162456140350876,1.56673,,,,,,,,,,,,
6.55874,1.25723,8.20002506265664,1.6372,8.20002506265664,1.5689,,,,,,,,,,,,
6.58878,1.25858,8.237593984962405,1.63921,8.237593984962405,1.57107,,,,,,,,,,,,
6.61882,1.25992,8.27516290726817,1.64116,8.27516290726817,1.57317,,,,,,,,,,,,
6.64886,1.26126,8.312731829573934,1.64316,8.312731829573934,1.57532,,,,,,,,,,,,
6.6789,1.26259,8.350300751879699,1.64515,8.350300751879699,1.57747,,,,,,,,,,,,
6.70894,1.26391,8.387869674185463,1.64708,8.387869674185463,1.57961,,,,,,,,,,,,
6.73898,1.26523,8.425438596491228,1.64905,8.425438596491228,1.58168,,,,,,,,,,,,
6.76902,1.26655,8.463007518796992,1.65097,8.463007518796992,1.58381,,,,,,,,,,,,
6.79906,1.26786,8.500576441102757,1.65293,8.500576441102757,1.58593,,,,,,,,,,,,
6.8291,1.26916,8.538145363408521,1.65484,8.538145363408521,1.58799,,,,,,,,,,,,
6.85914,1.27046,8.575714285714286,1.65679,8.575714285714286,1.5901,,,,,,,,,,,,
6.88918,1.27176,8.61328320802005,1.65868,8.61328320802005,1.59215,,,,,,,,,,,,
6.91922,1.27305,8.650852130325815,1.66061,8.650852130325815,1.59424,,,,,,,,,,,,
6.94926,1.27433,8.688421052631579,1.66249,8.688421052631579,1.59628,,,,,,,,,,,,
6.9793,1.27561,8.725989974937344,1.66441,8.725989974937344,1.59836,,,,,,,,,,,,
7.00934,1.27688,8.763558897243108,1.66628,8.763558897243108,1.60039,,,,,,,,,,,,
7.03938,1.27815,8.801127819548872,1.66813,8.801127819548872,1.60246,,,,,,,,,,,,
7.06942,1.27942,8.838696741854637,1.67004,8.838696741854637,1.60448,,,,,,,,,,,,
7.09946,1.28068,8.876265664160401,1.67188,8.876265664160401,1.60654,,,,,,,,,,,,
7.1295,1.28193,8.913834586466166,1.67372,8.913834586466166,1.60854,,,,,,,,,,,,
7.15954,1.28318,8.95140350877193,1.67561,8.95140350877193,1.61053,,,,,,,,,,,,
7.18958,1.28443,8.988972431077695,1.67743,8.988972431077695,1.61258,,,,,,,,,,,,
7.21962,1.28567,9.02654135338346,1.67925,9.02654135338346,1.61457,,,,,,,,,,,,
7.24966,1.28691,9.064110275689224,1.68107,9.064110275689224,1.61655,,,,,,,,,,,,
7.2797,1.28814,9.101679197994986,1.68293,9.101679197994986,1.61852,,,,,,,,,,,,
7.30974,1.28936,9.139248120300751,1.68473,9.139248120300751,1.62054,,,,,,,,,,,,
7.33978,1.29059,9.176817042606515,1.68653,9.176817042606515,1.62251,,,,,,,,,,,,
7.36982,1.2918,9.21438596491228,1.68832,9.21438596491228,1.62446,,,,,,,,,,,,
7.39986,1.29302,9.251954887218044,1.69011,9.251954887218044,1.62642,,,,,,,,,,,,
7.4299,1.29423,9.289523809523809,1.69194,9.289523809523809,1.62836,,,,,,,,,,,,
7.45994,1.29543,9.327092731829573,1.69371,9.327092731829573,1.63031,,,,,,,,,,,,
7.48998,1.29663,9.364661654135338,1.69548,9.364661654135338,1.63224,,,,,,,,,,,,
7.52002,1.29783,9.402230576441102,1.69724,9.402230576441102,1.63418,,,,,,,,,,,,
7.55006,1.29902,9.439799498746867,1.699,9.439799498746867,1.63616,,,,,,,,,,,,
7.5801,1.30021,9.477368421052631,1.70075,9.477368421052631,1.63808,,,,,,,,,,,,
7.61014,1.30139,9.514937343358396,1.7025,9.514937343358396,1.64,,,,,,,,,,,,
7.64018,1.30257,9.55250626566416,1.70424,9.55250626566416,1.64191,,,,,,,,,,,,
7.67022,1.30374,9.590075187969925,1.70597,9.590075187969925,1.64376,,,,,,,,,,,,
7.70026,1.30491,9.62764411027569,1.7077,9.62764411027569,1.64566,,,,,,,,,,,,
7.7303,1.30608,9.665213032581454,1.70942,9.665213032581454,1.64756,,,,,,,,,,,,
7.76034,1.30724,9.702781954887218,1.71114,9.702781954887218,1.64945,,,,,,,,,,,,
7.79038,1.3084,9.740350877192983,1.71285,9.740350877192983,1.65134,,,,,,,,,,,,
7.82042,1.30955,9.777919799498747,1.71456,9.777919799498747,1.65322,,,,,,,,,,,,
7.85046,1.3107,9.815488721804511,1.71626,9.815488721804511,1.6551,,,,,,,,,,,,
7.8805,1.31185,9.853057644110276,1.71796,9.853057644110276,1.65697,,,,,,,,,,,,
7.91054,1.31299,9.89062656641604,1.71965,9.89062656641604,1.65879,,,,,,,,,,,,
7.94058,1.31413,9.928195488721805,1.72129,9.928195488721805,1.66065,,,,,,,,,,,,
7.97062,1.31526,9.96576441102757,1.72297,9.96576441102757,1.66251,,,,,,,,,,,,
8.00066,1.31639,10.003333333333334,1.72465,10.003333333333334,1.66431,,,,,,,,,,,,
8.0307,1.31752,10.040902255639098,1.72632,10.040902255639098,1.66616,,,,,,,,,,,,
8.06074,1.31864,10.078471177944863,1.72798,10.078471177944863,1.668,,,,,,,,,,,,
8.09078,1.31976,10.116040100250627,1.72965,10.116040100250627,1.66985,,,,,,,,,,,,
8.12082,1.32087,10.153609022556392,1.73125,10.153609022556392,1.67163,,,,,,,,,,,,
8.15086,1.32198,10.191177944862154,1.7329,10.191177944862154,1.67346,,,,,,,,,,,,
8.1809,1.32309,10.228746867167919,1.73455,10.228746867167919,1.67523,,,,,,,,,,,,
8.21094,1.3242,10.266315789473683,1.73619,10.266315789473683,1.67705,,,,,,,,,,,,
8.24098,1.3253,10.303884711779448,1.73777,10.303884711779448,1.67882,,,,,,,,,,,,
8.27102,1.32639,10.341453634085212,1.73941,10.341453634085212,1.68063,,,,,,,,,,,,
8.30106,1.32748,10.379022556390977,1.74103,10.379022556390977,1.68238,,,,,,,,,,,,
8.3311,1.32857,10.416591478696741,1.74266,10.416591478696741,1.68419,,,,,,,,,,,,
8.36114,1.32966,10.454160401002506,1.74422,10.454160401002506,1.68594,,,,,,,,,,,,
8.39118,1.33074,10.49172932330827,1.74584,10.49172932330827,1.68773,,,,,,,,,,,,
